cell_line_id,cell_line_name,lineage,primary_disease,oncotree_code
ACH-000338,SR-786,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)"
ACH-000339,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000341,SK-N-FI,peripheral_nervous_system,Neuroblastoma,
ACH-000342,CL-14,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000343,NCI-H522,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000344,SNU-668,gastric,Gastric Cancer,Adenocarcinoma
ACH-000345,KP-N-RT-BM-1,peripheral_nervous_system,Neuroblastoma,
ACH-000346,JVM-3,blood,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell"
ACH-000347,QGP-1,pancreas,Pancreatic Cancer,Somatostatinoma
ACH-000348,RPMI-7951,skin,Skin Cancer,Melanoma
ACH-000349,HCC1500,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000350,COLO-678,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000351,MKN1,gastric,Gastric Cancer,Adenocarcinoma
ACH-000352,HCC1428,breast,Breast Cancer,Carcinoma
ACH-000353,TE-15,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000354,Capan-1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000355,NCI-H82,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000356,MKN-45,gastric,Gastric Cancer,Adenocarcinoma
ACH-000357,JeKo-1,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell"
ACH-000358,NCI-H69,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000359,MG-63,bone,Bone Cancer,Osteosarcoma
ACH-000360,NCI-H508,colorectal,Colon/Colorectal Cancer,Caecum Adenocarcinoma
ACH-000361,SK-HEP-1,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000362,MOLM-13,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000363,SK-MM-2,plasma_cell,Myeloma,Multiple Myeloma
ACH-000364,U-2 OS,bone,Bone Cancer,Osteosarcoma
ACH-000365,SU-DHL-4,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000366,SK-N-DZ,peripheral_nervous_system,Neuroblastoma,
ACH-000367,NCI-H226,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000368,SNU-1105,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000369,MOLM-16,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000370,SNU-626,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000371,RL,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins"
ACH-000372,P12-ICHIKAWA,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000373,SKM-1,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000374,HCC1143,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000375,G-402,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000376,SF-295,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000377,SNU-478,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-000378,NCI-H647,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma"
ACH-000379,NCI-H1781,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000380,KMS-12-BM,plasma_cell,Myeloma,Multiple Myeloma
ACH-000381,T84,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000382,COR-L24,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000383,OE33,esophagus,Esophageal Cancer,Adenocarcinoma
ACH-000384,SW 780,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000386,KG-1,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000387,TF-1,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000389,H4,central_nervous_system,Brain Cancer,Glioma
ACH-000390,LUDLU-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000391,MHH-ES-1,bone,Bone Cancer,Ewings Sarcoma
ACH-000392,Calu-3,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000393,HLF,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000394,NCI-H2081,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000395,NCI-H520,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000396,J82,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000397,TEN,uterus,Endometrial/Uterine Cancer,Clear Cell Carcinoma
ACH-000399,NCI-H2196,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000400,SK-CO-1,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000401,COLO-800,skin,Skin Cancer,Melanoma
ACH-000402,BL-70,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-000403,NCI-H747,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000404,K029AX,skin,Skin Cancer,Melanoma
ACH-000405,MEC-1,blood,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell"
ACH-000406,U-937,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000407,SNU-685,uterus,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT)
ACH-000408,TE-5,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000409,OVSAHO,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000410,Saos-2,bone,Bone Cancer,Osteosarcoma
ACH-000411,769-P,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000412,SNU-1197,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000414,NCI-H1944,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000415,BICR 6,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000416,NCI-H838,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000417,Panc 08.13,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000420,SNU-449,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000421,SW837,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000422,SNU-475,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000423,SK-MEL-3,skin,Skin Cancer,Melanoma
ACH-000424,TC-71,bone,Bone Cancer,Ewings Sarcoma
ACH-000425,UACC-62,skin,Skin Cancer,Melanoma
ACH-000426,KMS-20,plasma_cell,Myeloma,Multiple Myeloma
ACH-000427,NCI-N87,gastric,Gastric Cancer,"Adenocarcinoma, tubular"
ACH-000428,UO-31,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000429,A-704,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000430,TYK-nu,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000431,NCI-H1694,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000432,BV-173,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000433,Caki-1,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000434,NCI-H1915,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000435,EFE-184,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-000436,OCI-My7,plasma_cell,Myeloma,Multiple Myeloma
ACH-000437,SW 1088,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000438,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000439,ME-1,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)"
ACH-000440,CA46,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-000441,SH-4,skin,Skin Cancer,Melanoma
ACH-000442,RERF-LC-Sq1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000443,OVKATE,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000444,LU99,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000445,KNS-60,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000446,KP-N-SI9s,peripheral_nervous_system,Neuroblastoma,
ACH-000447,NCI-H2228,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000448,NCI-H1666,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000449,MES-SA,soft_tissue,Sarcoma,Uterine Sarcoma
ACH-000450,MEL-HO,skin,Skin Cancer,Melanoma
ACH-000451,NCI-H2085,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000452,TE-8,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000454,HCC-95,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000456,B-CPAP,thyroid,Thyroid Cancer,"Carcinoma, papillary"
ACH-000457,CAL-54,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000458,CJM,skin,Skin Cancer,Melanoma
ACH-000459,TUHR10TKB,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000460,SNU-8,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000461,SNU-1196,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-000463,NCI-H460,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000464,CAS-1,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000465,SK-MEL-1,skin,Skin Cancer,Melanoma
ACH-000466,SNU-216,gastric,Gastric Cancer,"Adenocarcinoma, tubular"
ACH-000468,PK-45H,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000469,YH-13,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000470,SW1463,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000471,Li-7,liver,Liver Cancer,
ACH-000472,HSC-2,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-000473,RT-112,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000475,huH-1,liver,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier"
ACH-000476,JHH-4,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000477,Malme-3M,skin,Skin Cancer,Melanoma
ACH-000478,SNU-387,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000479,KNS-81,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000480,HuH-7,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000481,NCI-H2170,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000482,RERF-LC-KJ,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000483,SNU-182,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000484,VMRC-RCW,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000485,GSU,gastric,Gastric Cancer,Adenocarcinoma
ACH-000486,KU-19-19,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000487,F-36P,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)"
ACH-000488,TE-11,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000489,SW1116,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000490,SF767,cervix,Cervical Cancer,Squamous Cell Carcinoma
ACH-000491,NCI-H716,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000493,SNU-423,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000495,TUHR4TKB,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000496,NCI-H1792,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000498,KO52,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)"
ACH-000499,EW8,bone,Bone Cancer,Ewings Sarcoma
ACH-000500,SNU-46,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal"
ACH-000501,LS123,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000502,TCC-PAN2,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000503,BICR 16,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000504,SNB75,central_nervous_system,Brain Cancer,Glioma
ACH-000505,RKN,soft_tissue,Sarcoma,Leiomyosarcoma
ACH-000506,NCI-H146,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000507,KE-39,gastric,Gastric Cancer,Adenocarcinoma
ACH-000508,COR-L88,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000509,HuT 78,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous"
ACH-000510,NCI-H1299,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000511,Calu-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000512,,plasma_cell,Myeloma,Multiple Myeloma
ACH-000514,NCI-H1092,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000515,HCC-33,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000516,CAL-78,bone,Bone Cancer,Chondrosarcoma
ACH-000517,SNU-410,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000518,CAL-33,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000519,PEER,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000520,59M,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000521,NCI-H2030,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000522,UM-UC-3,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000524,KURAMOCHI,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000525,NCI-H2171,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000527,OVISE,ovary,Ovarian Cancer,"Adenocarcinoma, clear cell"
ACH-000528,ABC-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000530,DMS 114,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000532,SNU-61,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000534,WSU-DLCL2,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000535,BxPC-3,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000536,BT-20,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000537,SNU-761,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000538,HUTU80,gastric,Gastric Cancer,Duodenal Adenocarcinoma
ACH-000539,Hs 618.T,fibroblast,Non-Cancerous,Lung
ACH-000540,Hs 606.T,fibroblast,Non-Cancerous,Breast
ACH-000541,KMS-34,plasma_cell,Myeloma,Multiple Myeloma
ACH-000542,Hey-A8,ovary,Ovarian Cancer,"Adenocarcinoma, low grade serous"
ACH-000543,SNU-489,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000544,OE21,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000545,VM-CUB1,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000546,HSC-4,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-000547,HT-1197,urinary_tract,Bladder Cancer,Carcinoma
ACH-000548,BHY,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000549,SNU-1076,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal"
ACH-000550,IGR-39,skin,Skin Cancer,Melanoma
ACH-000551,K-562,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000552,HT-29,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000554,UACC-893,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000555,A-498,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000556,SIHA,cervix,Cervical Cancer,Carcinoma
ACH-000557,AML-193,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000558,A-172,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000559,NCI-H1836,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000560,ECC10,gastric,Gastric Cancer,Small Cell Carcinoma
ACH-000561,T.T,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000562,HCC-78,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000563,EBC-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000565,RCM-1,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000566,SW-1710,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000567,ST486,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-000568,UACC-812,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000569,IST-MES1,lung,Lung Cancer,Mesothelioma
ACH-000570,YKG1,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000571,T98G,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000572,G-361,skin,Skin Cancer,Melanoma
ACH-000573,MDA-MB-436,breast,Breast Cancer,Carcinoma
ACH-000574,FU-OV-1,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000575,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000576,KMS-27,plasma_cell,Myeloma,Multiple Myeloma
ACH-000577,JHH-2,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000578,HCC-1171,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000579,UACC-257,skin,Skin Cancer,Melanoma
ACH-000580,C32,skin,Skin Cancer,"Melanoma, amelanotic"
ACH-000581,SNU-16,gastric,Gastric Cancer,Adenocarcinoma
ACH-000582,COLO 741,skin,Skin Cancer,Melanoma
ACH-000583,MC116,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins"
ACH-000584,JHOS-4,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000585,EPLC-272H,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000586,NCI-H1876,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000587,NCI-H1975,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000588,KMS-26,plasma_cell,Myeloma,Multiple Myeloma
ACH-000589,NCI-H1437,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000590,NCI-H2073,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000591,,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000592,TM-31,central_nervous_system,Brain Cancer,Glioma
ACH-000593,BC-3C,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000594,DMS 153,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000595,LN-229,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000596,LCLC-97TM1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000597,TTC-709,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-000599,PA-TU-8902,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000600,SLR 26,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000601,MIA PaCa-2,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000603,BEN,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified"
ACH-000604,KYO-1,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000605,TE-6,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000606,PE/CA-PJ34 (clone C12),upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, basaloid"
ACH-000607,KYM-1,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-000608,COV644,ovary,Ovarian Cancer,"Adenocarcinoma, mucinous"
ACH-000609,SF126,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000610,NCI-H2227,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000611,SU-DHL-6,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000613,HOS,bone,Bone Cancer,Osteosarcoma
ACH-000614,RVH-421,skin,Skin Cancer,Melanoma
ACH-000615,SK-MEL-28,skin,Skin Cancer,Melanoma
ACH-000616,Hs 746T,gastric,Gastric Cancer,Adenocarcinoma
ACH-000617,OVCAR-4,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000618,SNU-1041,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal"
ACH-000619,PE/CA-PJ15,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000620,JHH-1,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000621,MDA-MB-157,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000622,KNS-42,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000623,SNU-201,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000624,HCC1806,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000625,Hep 3B2.1-7,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000626,U266B1,plasma_cell,Myeloma,"Multiple Myeloma, plasmacytoma"
ACH-000627,LCLC-103H,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000628,NCI-H596,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma"
ACH-000630,YD-8,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue"
ACH-000631,KS-1,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000632,Hs 944.T,skin,Skin Cancer,Melanoma
ACH-000633,FU97,gastric,Gastric Cancer,Adenocarcinoma
ACH-000636,RPMI-8402,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000637,KYSE-520,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000638,NCI-H441,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000639,NCI-H211,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000640,SK-MEL-31,skin,Skin Cancer,Melanoma
ACH-000641,CMK,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)"
ACH-000643,HDQ-P1,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000644,COLO 829,skin,Skin Cancer,Melanoma
ACH-000646,OVMANA,ovary,Ovarian Cancer,"Adenocarcinoma, clear cell"
ACH-000647,TE-1,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000648,NCI-H28,lung,Lung Cancer,Mesothelioma
ACH-000649,786-O,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000650,IGR-37,skin,Skin Cancer,Melanoma
ACH-000651,SW 620,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000652,SUIT-2,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000653,JJN-3,plasma_cell,Myeloma,Multiple Myeloma
ACH-000654,Raji,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-000655,SF268,central_nervous_system,Brain Cancer,Glioma
ACH-000656,SU-DHL-8,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000657,A2780,ovary,Ovarian Cancer,"Adenocarcinoma, endometrioid"
ACH-000658,KMS-18,plasma_cell,Myeloma,Multiple Myeloma
ACH-000659,SCLC-21H,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000660,SU-DHL-5,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000661,WM1799,skin,Skin Cancer,Melanoma
ACH-000662,COR-L23,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000663,OVTOKO,ovary,Ovarian Cancer,"Adenocarcinoma, clear cell"
ACH-000664,SU-DHL-1,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)"
ACH-000665,SK-MES-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000666,NCI-H1355,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000667,HCC-44,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000668,HCC70,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000669,SW 900,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000670,SBC-5,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000671,HuH-6,liver,Liver Cancer,Hepatoblastoma
ACH-000672,IA-LM,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000673,LN-443,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000674,NUGC-4,gastric,Gastric Cancer,Adenocarcinoma
ACH-000675,NCI-H1734,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000676,LN-464,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000677,SW 1573,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000678,MKN7,gastric,Gastric Cancer,"Adenocarcinoma, tubular"
ACH-000679,OE-19,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000680,SW948,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000681,A549,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000682,SNU-1066,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-000683,SNU-503,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
